WD16CD,WD16NM
E05010791,Minster
E05001702,Minster and Woodmansey
E05009554,Minster Cliffs
E05003199,Mirehouse
E05001409,Mirfield
E05005473,Misterton
E05006389,Misterton
E05004354,Mitcheldean and Drybrook
E05010510,Mitton
E05008641,Mobberley
E05011080,Molesey East
E05011081,Molesey West
E05000946,Molyneux
E05000986,Monk Bretton
E05010054,Monk Fryston
E05000509,Monkhams
E05003627,Monkleigh and Littleham
E05008173,Monkmoor
E05001124,Monkseaton North
E05001125,Monkseaton South
E05009415,Monkston
E05001146,Monkton
E05006864,Monument
E05003335,Moor
E05006779,Moor
E05005281,Moor Park
E05009433,Moor Park & Eastbury
E05002086,Moor View
E05003131,Moorclose
E05008744,Moorcroft
E05002121,Moordown
E05003608,Moorland
E05010792,Moorland
E05000675,Moorside
E05005368,Moorside
E05001434,Moortown
E05010962,Moreland
E05003200,Moresby
E05008941,Moreton and Fyfield
E05010711,Moreton East
E05007182,Moreton Hall
E05010712,Moreton West
E05000966,Moreton West and Saughall Massie
E05003222,Morland
E05001435,Morley North
E05001436,Morley South
E05009134,Morpeth Kirkhill
E05009135,Morpeth North
E05009136,Morpeth Stobhill
E05009473,Mortimer
E05002305,Mortimer
E05000525,Mortlake and Barnes Common
E05003173,Morton
E05010170,Morton
E05007857,Morton
E05009679,Morton-on-Swale
E05010874,Mosborough
E05001196,Moseley and Kings Heath
E05000922,Moss Bank
E05003132,Moss Bay
E05000710,Moss Side
E05010230,Moss Side
E05000815,Mossley
E05000902,Mossley Hill
E05000711,Moston
E05010008,Motcombe & Bourton
E05000121,Mottingham and Chislehurst North
E05002427,Moulsecoomb and Bevendean
E05004107,Moulsham and Central
E05004108,Moulsham Lodge
E05009020,Moulton
E05009944,Mount
E05009213,Mount Charles
E05009214,Mount Hawke and Portreath
E05010802,Mount Hermon
E05005442,Mountsorrel
E05010422,Mowden
E05004735,Much Hadham
E05008174,Much Wenlock
E05003664,Mudeford and Friars Cliff
E05005924,Mulbarton
E05006330,Mulgrave
E05009215,Mullion and Grade-Ruan
E05004734,Mundens and Cottered
E05005857,Mundesley
E05000257,Munster
E05009555,Murston
E05009069,Murton
E05010077,Muskham
E05009725,Musters
E05000274,Muswell Hill
E05005417,Muxloe
E05009984,Muxton
E05007382,Mytchett and Deepcut
E05001677,Myton
E05009790,Myton & Heathcote
E05010448,Nacton & Purdis Farm
E05008380,Nadder and East Knoyle
E05010401,Nailbourne
E05010288,Nailsea Golden Valley
E05010289,Nailsea West End
E05010290,Nailsea Yeo
E05010291,Nailsea Youngwood
E05010980,Nailsworth
E05008642,Nantwich North and West
E05008643,Nantwich South and Stapeley
E05010196,Napton & Fenny Compton
E05010252,Nar Valley
E05005418,Narborough and Littlethorpe
E05011051,Nascot
E05004709,Nash Mills
E05007095,Nayland
E05001197,Nechells
E05010253,Necton
E05007147,Needham Market
E05006928,Needwood
E05002451,Nelson
E05005795,Nelson
E05005884,Nelson
E05008836,Nene Valley
E05006842,Neroche
E05006865,Neroche
E05008686,Neston
E05010875,Nether Edge and Sharrow
E05010596,Netherbury
E05005094,Nethercourt
E05009700,Netherfield
E05008876,Netherfield
E05003133,Netherhall
E05004029,Nethermayne
E05008687,Netherpool
E05005215,Netherton
E05000947,Netherton and Orrell
E05004513,Netley Abbey
E05004185,Netteswell
E05009647,Nettleham
E05008496,Nettlestone and Seaview
E05009726,Nevile & Langar
E05005474,Nevill
E05009070,Neville's Cross
E05000157,New Addington
E05008981,New Bilton
E05000967,New Brighton
E05005899,New Costessey
E05000449,New Cross
E05008837,New Duston
E05007358,New Haw
E05010231,New Longton & Hutton East
E05010713,New Mills
E05010639,New Mills East
E05010640,New Mills West
E05006256,New Park
E05010022,New Romney
E05010835,New Town and Christ Church
E05003151,Newbarns
E05009137,Newbiggin Central and East
E05009791,Newbold
E05008982,Newbold and Brownsover
E05005492,Newbold Verdon with Desford and Peckleton
E05001956,Newbridge
E05003476,Newbridges
E05008547,Newbrooke
E05005381,Newburgh
E05001101,Newburn
E05000510,Newbury
E05006255,Newby
E05006331,Newby
E05006978,Newchapel
E05001516,Newcomen
E05004355,Newent Central
E05008877,Newgate
E05008817,Newhall and Stanton
E05003953,Newhaven Denton and Meeching
E05003954,Newhaven Valley
E05003955,Newick
E05000544,Newington
E05001678,Newington
E05005095,Newington
E05001679,Newland
E05004356,Newland and St Briavels
E05008878,Newlands
E05009216,Newlyn and Goonhavern
E05009217,Newlyn and Mousehole
E05008769,Newnham
E05002710,Newnham
E05004357,Newnham and Westbury
E05009866,Newport
E05003554,Newport
E05009922,Newport
E05008497,Newport Central
E05008498,Newport East
E05008499,Newport North
E05009985,Newport North & West
E05009416,Newport Pagnell North & Hanslope
E05009417,Newport Pagnell South
E05008500,Newport South
E05009986,Newport South & East
E05008501,Newport West
E05009218,Newquay Central
E05009219,Newquay Pentire
E05009220,Newquay Treloggan
E05009221,Newquay Tretherras
E05009222,Newquay Treviglas
E05009138,Newsham
E05006289,Newsham with Eppleby
E05001410,Newsome
E05009701,Newstead Abbey
E05000923,Newton
E05001271,Newton
E05008688,Newton
E05010140,Newton & Yealmpton
E05005198,Newton and Treales
E05009474,Newton Farm
E05005900,Newton Flotman
E05003477,Newton Poppleford and Harpford
E05007470,Newton Regis and Warton
E05001541,Newtown
E05010545,Newtown
E05002648,Newtown
E05003201,Newtown
E05004935,Newtown
E05011016,Newtown and St Leonard's
E05006257,Nidd Valley
E05000618,Nightingale
E05004010,Ninfield and Hooe with Wartling
E05000275,Noel Park
E05000561,Nonsuch
E05007279,Nonsuch
E05000409,Norbiton
E05001655,Norbreck
E05000158,Norbury
E05003362,Norbury
E05002327,Norcot
E05000750,Norden
E05004445,Norden
E05009139,Norham and Islandshires
E05007338,Nork
E05009398,Norland
E05004882,Norman
E05001517,Normanby
E05007297,Normandy
E05007240,Normanston
E05001453,Normanton
E05001780,Normanton
E05001814,Normanton
E05005419,Normanton
E05002386,Norreys
E05000903,Norris Green
E05010817,North
E05005000,North
E05006560,North
E05004644,North Baddesley
E05006332,North Bay
E05007096,North Cosford
E05006866,North Curry and Stoke St Gregory
E05004954,North Deal
E05005820,North Downham
E05005001,North Downs
E05010023,North Downs East
E05010024,North Downs West
E05000987,North East
E05000079,North End
E05000258,North End
E05010469,North Evington
E05000183,North Greenford
E05001102,North Heaton
E05000751,North Heywood
E05003665,North Highcliffe and Walkford
E05001703,North Holderness
E05009890,North Holme
E05005630,North Hykeham Forum
E05005631,North Hykeham Memorial
E05005632,North Hykeham Mill
E05005633,North Hykeham Moor
E05005634,North Hykeham Witham
E05001103,North Jesmond
E05006644,North Leigh
E05009071,North Lodge
E05005821,North Lynn
E05000676,North Manor
E05005369,North Meols
E05000752,North Middleton
E05003555,North Molton
E05007618,North Mundham
E05009867,North Ormesby
E05008911,North Petherton
E05002428,North Portslade
E05000526,North Richmond
E05010423,North Road
E05008996,North Town
E05001634,North Turton with Tockholes
E05005858,North Walsham East
E05005859,North Walsham North
E05005860,North Walsham West
E05004169,North Weald Bassett
E05005420,North Whetstone
E05004883,North Willesborough
E05003433,North Wingfield Central
E05009657,North Wootton
E05009680,Northallerton North & Brompton
E05009681,Northallerton South
E05003628,Northam
E05011067,Northaw and Cuffley
E05007702,Northbrook
E05004710,Northchurch
E05000619,Northcote
E05002306,Northcroft
E05000712,Northenden
E05001542,Northern Parishes
E05000182,Northfield
E05001198,Northfield
E05005995,Northfield
E05006561,Northfield Brook
E05005901,Northfields
E05004971,Northfleet North
E05004972,Northfleet South
E05010424,Northgate
E05010402,Northgate
E05007183,Northgate
E05007639,Northgate
E05008799,Northill
E05010714,Northleach
E05000184,Northolt Mandeville
E05000185,Northolt West End
E05001378,Northowram and Shelf
E05006333,Northstead
E05006843,Northstone
E05001126,Northumberland
E05000080,Northumberland Heath
E05000276,Northumberland Park
E05004422,Northway
E05002205,Northwell
E05000096,Northwick Park
E05000335,Northwood
E05010938,Northwood
E05005096,Northwood
E05000336,Northwood Hills
E05001251,Norton
E05009842,Norton
E05010740,Norton & Askern
E05007920,Norton and Whittington
E05006914,Norton Canes
E05006306,Norton East
E05006867,Norton Fitzwarren
E05001543,Norton North
E05001594,Norton North
E05001544,Norton South
E05001595,Norton South
E05001545,Norton West
E05006307,Norton West
E05000948,Norwood
E05000186,Norwood Green
E05009399,Notting Dale
E05010616,Nottingham Road
E05000545,Nunhead
E05007886,Nunnery
E05009868,Nunthorpe
E05010528,Nuthall East & Strelley
E05007659,Nuthurst
E05005531,Oadby Brocks Hill
E05005532,Oadby Grange
E05005533,Oadby St Peter's
E05005534,Oadby Uplands
E05005535,Oadby Woodlands
E05008879,Oak Tree
E05010546,Oakdale
E05009987,Oakengates & Ketley Bank
E05010349,Oakfield & Bierton
E05008880,Oakham
E05001815,Oakham North East
E05001816,Oakham North West
E05001817,Oakham South East
E05001818,Oakham South West
E05000058,Oakleigh
E05008770,Oakley
E05010350,Oakley
E05004297,Oakley
E05004446,Oakley and North Waltham
E05010270,Oakley North
E05010271,Oakley South
E05002693,Oakridge and Castlefield
E05010119,Oakthorpe & Donisthorpe
E05001781,Oakwood
E05011082,Oatlands and Burwood Park
E05008838,Obelisk
E05010617,Ockbrook & Borrowash
E05002239,Ockendon
E05009504,Octavia Hill
E05001957,Odd Down
E05008644,Odd Rode
E05009360,Odiham
E05000796,Offerton
E05007703,Offington
E05010511,Offmore & Comberton
E05010561,Okehampton North
E05010562,Okehampton South
E05007327,Okewood
E05002283,Old Bracknell
E05005773,Old Catton and Sprowston West
E05008926,Old Cleeve
E05005902,Old Costessey
E05005507,Old Dalby
E05007383,Old Dean
E05008839,Old Duston
E05005823,Old Gaywood
E05010641,Old Glossop
E05009475,Old Gore
E05004186,Old Harlow
E05003938,Old Hastings
E05010836,Old Heath and The Hythe
E05005263,Old Laund Booth
E05009626,Old Leake and Wrangle
E05000410,Old Malden
E05000713,Old Moat
E05006045,Old Stratford
E05000904,Old Swan
E05000988,Old Town
E05008963,Old Town
E05003924,Old Town
E05003976,Old Town
E05004811,Old Town
E05001272,Old Warley
E05003336,Old Whittington
E05002366,Old Windsor
E05001273,Oldbury
E05001958,Oldfield
E05002367,Oldfield
E05002062,Oldland Common
E05010078,Ollerton
E05009418,Olney
E05001294,Olton
E05007921,Ombersley
E05007148,Onehouse
E05007298,Onslow
E05009816,Orchard
E05003629,Orchard Hill
E05001680,Orchard Park and Greenwood
E05000770,Ordsall
E05003939,Ore
E05011038,Orford
E05010449,Orford & Eyke
E05001518,Ormesby
E05005796,Ormesby
E05003152,Ormsgill
E05000122,Orpington
E05000856,Orrell
E05002240,Orsett
E05010818,Orton Longueville
E05010819,Orton Waterville
E05003223,Orton with Tebay
E05002813,Orwell and Barrington
E05010326,Osbaldwick & Derwent
E05005635,Osbournby
E05001199,Oscott
E05009682,Osmotherley & Swainby
E05001454,Ossett
E05000363,Osterley and Spring Grove
E05009282,Oswestry East
E05009283,Oswestry South
E05009284,Oswestry West
E05009962,Otford and Shoreham
E05001437,Otley and Yeadon
E05003478,Otterhead
E05008544,Ottery St Mary Rural
E05003480,Ottery St Mary Town
E05007241,Oulton
E05007242,Oulton Broad
E05005974,Oundle
E05003956,Ouse Valley and Ringmer
E05001104,Ouseburn
E05006258,Ouseburn
E05000426,Oval
E05001379,Ovenden
E05004645,Over Wallop
E05005216,Overton
E05009607,Overton
E05002284,Owlsmoor
E05004358,Oxenhall and Newent North East
E05008572,Oxenton Hill
E05011052,Oxhey
E05009434,Oxhey Hall & Hayling
E05001332,Oxley
E05011083,Oxshott and Stoke D'Abernon
E05007398,Oxted North and Tandridge
E05007399,Oxted South
E05000968,Oxton
E05001310,Paddock
E05005138,Paddock Wood East
E05005139,Paddock Wood West
E05008983,Paddox
E05010642,Padfield
E05009223,Padstow
E05010939,Page Moss
E05009817,Pagham
E05010981,Painswick and Upton
E05004973,Painters Ash
E05007243,Pakefield
E05007184,Pakenham
E05000259,Palace Riverside
E05001311,Palfrey
E05007149,Palgrave
E05001162,Pallion
E05000205,Palmers Green
E05004448,Pamber and Silchester
E05002307,Pangbourne
E05006259,Pannal
E05011068,Panshanger
E05005140,Pantiles and St Mark's
E05002814,Papworth and Elsworth
E05009224,Par and St Blazey Gate
E05005370,Parbold
E05000949,Park
E05001333,Park
E05001380,Park
E05009869,Park
E05001656,Park
E05001720,Park
E05009988,Park
E05010820,Park
E05002328,Park
E05002368,Park
E05004298,Park
E05011053,Park
E05005141,Park
E05005199,Park
E05009945,Park
E05010793,Park
E05008840,Park
E05010876,Park and Arbourthorne
E05010425,Park East
E05009870,Park End & Beckfield
E05004884,Park Farm North
E05004885,Park Farm South
E05004523,Park Gate
E05008881,Park Hall
E05009792,Park Hill
E05004797,Park Street
E05010426,Park West
E05005002,Park Wood
E05001546,Parkfield and Oxbridge
E05008689,Parkgate
E05008502,Parkhurst
E05001105,Parklands
E05008841,Parklands
E05008800,Parkside
E05003153,Parkside
E05007384,Parkside
E05010547,Parkstone
E05002063,Parkwall
E05009524,Parley
E05000924,Parr
E05006844,Parrett
E05000037,Parsloes
E05009505,Parson Drove & Wisbech St Mary
E05000260,Parsons Green and Walham
E05009072,Passfield
E05004170,Passingford
E05010821,Paston and Walton
E05005421,Pastures
E05002429,Patcham
E05004109,Patching Hall
E05002064,Patchway
E05006260,Pateley Bridge
E05007001,Pattingham and Patshull
E05002452,Paulsgrove
E05001959,Paulton
E05003957,Peacehaven East
E05003958,Peacehaven North
E05003959,Peacehaven West
E05008882,Peafields
E05002464,Peartree
E05011069,Peartree
E05010171,Peascliffe & Ridgeway
E05001960,Peasedown
E05010450,Peasenhall & Yoxford
E05005475,Peatling
E05000546,Peckham
E05000547,Peckham Rye
E05009506,Peckover
E05001252,Pedmore and Stourbridge East
E05005217,Peel
E05004544,Peel Common
E05009140,Pegswood
E05001081,Pelaw and Heworth
E05004974,Pelham
E05001312,Pelsall
E05009073,Pelton
E05000857,Pemberton
E05009400,Pembridge
E05005142,Pembury
E05000771,Pendlebury
E05000123,Penge and Cator
E05006290,Penhill
E05010757,Penhill and Upper Stratton
E05000225,Peninsula
E05002256,Peninsula
E05000989,Penistone East
E05000990,Penistone West
E05011039,Penketh and Cuerdley
E05008745,Penkhull and Stoke
E05007002,Penkridge North East and Acton Trussell
E05007003,Penkridge South East
E05007004,Penkridge West
E05010495,Penkside
E05001334,Penn
E05009435,Penn & Mill End
E05002649,Penn and Coleshill
E05010548,Penn Hill
E05008883,Penniment
E05005183,Pennine
E05004605,Pennington
E05011017,Pennsylvania
E05003224,Penrith Carleton
E05003225,Penrith East
E05003226,Penrith North
E05003227,Penrith Pategill
E05003228,Penrith South
E05003229,Penrith West
E05009225,Penryn East and Mylor
E05009226,Penryn West
E05000969,Pensby and Thingwall
E05004646,Penton Bellinger
E05009227,Penwithick and Boscoppa
E05009476,Penyard
E05010779,Penyghent
E05009228,Penzance Central
E05009229,Penzance East
E05009230,Penzance Promenade
E05002329,Peppard
E05000187,Perivale
E05009231,Perranporth
E05001200,Perry Barr
E05000450,Perry Vale
E05009843,Perryfields
E05007922,Pershore
E05007005,Perton Dippons
E05007006,Perton East
E05007007,Perton Lakeside
E05004249,Peter Bruff
E05009074,Peterlee East
E05009075,Peterlee West
E05002711,Petersfield
E05004482,Petersfield Bell Hill
E05004483,Petersfield Causeway
E05004484,Petersfield Heath
E05004485,Petersfield Rother
E05004486,Petersfield St Marys
E05004487,Petersfield St Peters
E05000317,Pettits
E05000124,Petts Wood and Knoll
E05007619,Petworth
E05009818,Pevensey
E05004011,Pevensey and Westham
E05007570,Peverel
E05002087,Peverell
E05008381,Pewsey
E05008382,Pewsey Vale
E05009946,Pharos
E05009947,Pheasant's Wood
E05001313,Pheasey Park Farm
E05008842,Phippsville
E05009702,Phoenix
E05001681,Pickering
E05006308,Pickering East
E05006309,Pickering West
E05007858,Pickersleigh
E05000905,Picton
E05010597,Piddle Valley
E05004250,Pier
E05010427,Pierremont
E05007299,Pilgrims
E05004077,Pilgrims Hatch
E05000677,Pilkington Park
E05010292,Pill
E05009948,Pilling
E05004359,Pillowell
E05002065,Pilning and Severn Beach
E05003434,Pilsley and Morton
E05003556,Pilton
E05004812,Pin Green
E05005652,Pinchbeck and Surfleet
E05007097,Pinewood
E05011018,Pinhoe
E05002369,Pinkneys Green
E05000337,Pinkwell
E05000297,Pinner
E05000298,Pinner South
E05007923,Pinvin
E05003311,Pinxton
E05005996,Pipers Hill
E05007300,Pirbright
E05004030,Pitsea North West
E05004031,Pitsea South East
E05010351,Pitstone & Cheddington
E05004299,Pittville
E05009703,Plains
E05007620,Plaistow
E05000125,Plaistow and Sundridge
E05000489,Plaistow North
E05000490,Plaistow South
E05003312,Pleasley
E05001314,Pleck
E05009141,Plessey
E05000226,Plumstead
E05005774,Plumstead
E05002088,Plympton Chaddlewood
E05002089,Plympton Erle
E05002090,Plympton St Mary
E05002091,Plymstock Dunstone
E05002092,Plymstock Radford
E05001704,Pocklington Provincial
E05010963,Podsmead
E05004012,Polegate North
E05004013,Polegate South
E05007471,Polesworth East
E05007472,Polesworth West
E05000467,Pollards Hill
E05000206,Ponders End
E05001455,Pontefract North
E05001456,Pontefract South
E05009142,Ponteland East and Stannington
E05009143,Ponteland North
E05009144,Ponteland South with Heddon
E05009145,Ponteland West
E05009232,Pool and Tehidy
E05010549,Poole Town
E05009328,Poplar
E05007485,Poplar
E05011040,Poplars and Hulme
E05004449,Popley East
E05004450,Popley West
E05005861,Poppyland
E05009704,Porchester
E05005903,Poringland with the Framinghams
E05008927,Porlock and District
E05004524,Portchester East
E05004525,Portchester West
E05003666,Portfield
E05008178,Porthill
E05006979,Porthill
E05009233,Porthleven and Helston West
E05010293,Portishead East
E05010294,Portishead North
E05010295,Portishead South
E05010296,Portishead West
E05008884,Portland
E05007400,Portley
E05009308,Portsoken
E05002465,Portswood
E05006780,Postlebury
E05004757,Potters Bar Furzefield
E05004758,Potters Bar Oakmere
E05004759,Potters Bar Parkfield
E05008801,Potton
E05009608,Poulton
E05011041,Poulton North
E05011042,Poulton South
E05007640,Pound Hill North
E05007641,Pound Hill South and Worth
E05009234,Poundstock
E05007859,Powick
E05008645,Poynton East and Pott Shrigley
E05008646,Poynton West and Adlington
E05005975,Prebendal
E05008179,Prees
E05009949,Preesall
E05000970,Prenton
E05010940,Prescot North
E05010941,Prescot South
E05008647,Prestbury
E05004300,Prestbury
E05000097,Preston
E05001127,Preston
E05002105,Preston
E05003772,Preston
E05007339,Preston
E05002430,Preston Park
E05005282,Preston Rural East
E05005283,Preston Rural North
E05002650,Prestwood and Heath End
E05010837,Prettygate
E05002285,Priestwood and Garth
E05001147,Primrose
E05005306,Primrose
E05000427,Prince's
E05004936,Princes
E05001274,Princes End
E05000906,Princes Park
E05002257,Princes Park
E05009989,Priorslee
E05000833,Priory
E05011019,Priory
E05009556,Priory
E05005824,Priory
E05005862,Priory
E05007860,Priory
E05009891,Priory & St James'
E05007124,Priory Heath
E05008965,Priory Vale
E05002219,Prittlewell
E05004545,Privett
E05009146,Prudhoe North
E05009147,Prudhoe South
E05001961,Publow and Whitchurch
E05004736,Puckeridge
E05010598,Puddletown
E05001438,Pudsey
E05007660,Pulborough and Coldwatham
E05004575,Purbrook
E05003667,Purewell and Stanpit
E05008912,Puriton and Woolavington
E05004201,Purleigh
E05000159,Purley
E05002308,Purley on Thames
E05008383,Purton
E05008771,Putnoe
E05010803,Pyrford
E05010352,Quainton
E05008928,Quantock Vale
E05008913,Quantocks
E05008180,Quarry and Coton Hill
E05006562,Quarry and Risinghurst
E05001253,Quarry Bank and Dudley Wood
E05010964,Quedgeley Fieldcourt
E05010965,Quedgeley Severn Vale
E05002712,Queen Edith's
E05008550,Queen Eleanor and Buccleuch
E05009401,Queen's Gate
E05000642,Queen's Park
E05001635,Queen's Park
E05002122,Queen's Park
E05002431,Queen's Park
E05009557,Queenborough and Halfway
E05000098,Queens Park
E05008772,Queens Park
E05007401,Queens Park
E05000099,Queensbury
E05000299,Queensbury
E05001360,Queensbury
E05005160,Queensgate
E05000620,Queenstown
E05010038,Queensway
E05009477,Queenswood
E05005443,Queniborough
E05001201,Quinton
E05010197,Quinton
E05005444,Quorn and Mountsorrel Castle
E05008885,Racecourse
E05008181,Radbrook
E05000678,Radcliffe East
E05000679,Radcliffe North
E05009727,Radcliffe on Trent
E05000680,Radcliffe West
E05001227,Radford
E05001837,Radford and Park
E05009793,Radford Semele
E05003773,Radipole
E05001962,Radstock
E05007887,Rainbow Hill
E05000925,Rainford
E05000318,Rainham and Wennington
E05002258,Rainham Central
E05002259,Rainham North
E05002260,Rainham South
E05000926,Rainhill
E05010079,Rainworth North & Rufford
E05010080,Rainworth South & Blidworth
E05003481,Raleigh
E05009236,Rame Peninsular
E05006390,Rampton
E05000681,Ramsbottom
E05008531,Ramsey
E05004251,Ramsey and Parkeston
E05006334,Ramshill
E05006391,Ranskill
E05008886,Ransom Wood
E05009683,Raskelf & White Horse
E05001381,Rastrick
E05007150,Rattlesden
E05003925,Ratton
E05010765,Raunds Saxon
E05010766,Raunds Windmill
E05005422,Ravenhurst and Fosse
E05000950,Ravenmeols
E05000468,Ravensbury
E05006980,Ravenscliffe
E05000261,Ravenscourt Park
E05010822,Ravensthorpe
E05009021,Ravensthorpe
E05010120,Ravenstone & Packington
E05010327,Rawcliffe & Clifton Without
E05001027,Rawmarsh
E05006915,Rawnsley
E05010380,Rayne
E05000300,Rayners Lane
E05000469,Raynes Park
E05008172,Rea Valley
E05005307,Read and Simonstone
E05008843,Rectory Farm
E05010403,Reculver
E05010428,Red Hall & Lingfield
E05009478,Red Hill
E05010198,Red Horse
E05007113,Red Lodge
E05004798,Redbourn
E05002466,Redbridge
E05009402,Redcliffe
E05000797,Reddish North
E05000798,Reddish South
E05001163,Redhill
E05009705,Redhill
E05002123,Redhill and Northbourne
E05007340,Redhill East
E05007341,Redhill West
E05010909,Redland
E05002330,Redlands
E05008384,Redlynch and Landford
E05004360,Redmarley
E05009237,Redruth Central
E05009238,Redruth North
E05009239,Redruth South
E05000682,Redvales
E05010039,Redwell
E05005264,Reedley
E05005775,Reepham
E05006291,Reeth and Arkengarthdale
E05002432,Regency
E05000142,Regent's Park
E05000643,Regent's Park
E05007342,Reigate Central
E05007343,Reigate Hill
E05010451,Rendlesham
E05003435,Renishaw
E05008818,Repton
E05004110,Rettendon and Runwell
E05008984,Revel and Binley Woods
E05005284,Ribbleton
E05005200,Ribby-with-Wrea
E05005308,Ribchester
E05006261,Ribston
E05010055,Riccall
E05010877,Richmond
E05006292,Richmond Central
E05006293,Richmond East
E05006294,Richmond West
E05007151,Rickinghall and Walsham
E05009436,Rickmansworth Town
E05001743,Ridge
E05008966,Ridgeway
E05002651,Ridgeway
E05009769,Ridgeway
E05003436,Ridgeway and Marsh Lane
E05006310,Rillington
E05007152,Ringshall
E05004606,Ringwood East and Sopley
E05004607,Ringwood North
E05004608,Ringwood South
E05004955,Ringwould
E05003296,Ripley
E05003297,Ripley and Marehay
E05006262,Ripon Minster
E05006263,Ripon Moorside
E05006264,Ripon Spa
E05007861,Ripple
E05007185,Risby
E05007186,Risbygate
E05003154,Risedale
E05008773,Riseley
E05005218,Rishton
E05000038,River
E05002261,River
E05004956,River
E05009819,River
E05010009,Riversdale & Portman
E05000548,Riverside
E05000907,Riverside
E05001128,Riverside
E05001596,Riverside
E05010353,Riverside
E05004975,Riverside
E05008844,Riverside
E05007368,Riverside and Laleham
E05005285,Riversway
E05004976,Riverview
E05010040,Rixon
E05011043,Rixton and Woolston
E05010942,Roby
E05009240,Roche
E05010852,Roche North and Rural
E05010853,Roche South
E05002262,Rochester East
E05002263,Rochester South and Horsted
E05002264,Rochester West
E05000971,Rock Ferry
E05009844,Rock Hill
E05000991,Rockingham
E05005904,Rockland
E05010983,Rodborough
E05008967,Rodbourne Cheney
E05006781,Rode and Norton St Philip
E05000511,Roding
E05006782,Rodney and Westbury
E05002066,Rodway
E05001636,Roe Lee
E05004813,Roebuck
E05000621,Roehampton and Putney Heath
E05007661,Roffey North
E05007662,Roffey South
E05007621,Rogate
E05008985,Rokeby and Overslade
E05006929,Rolleston on Dove
E05004886,Rolvenden and Tenterden West
E05009558,Roman
E05009507,Roman Bank
E05010741,Roman Ridge
E05009684,Romanby
E05000319,Romford Town
E05010025,Romney Marsh
E05002713,Romsey
E05004647,Romsey Extra
E05004451,Rooksdown
E05003155,Roosecote
E05004488,Ropley and Tisted
E05006563,Rose Hill and Iffley
E05009009,Rosedale and Bury Green
E05005161,Rosegrove with Lowerhouse
E05005162,Rosehill with Burnley Wood
E05009241,Roseland
E05001547,Roseworth
E05009479,Ross East
E05009480,Ross North
E05009481,Ross West
E05009950,Rossall
E05006265,Rossett
E05010742,Rossington & Bawtry
E05008690,Rossmore
E05009148,Rothbury
E05003337,Rother
E05003977,Rother Levels
E05001028,Rother Vale
E05004014,Rotherfield
E05001029,Rotherham East
E05001030,Rotherham West
E05000549,Rotherhithe
E05005445,Rothley and Thurcaston
E05001439,Rothwell
E05005998,Rothwell
E05002433,Rottingdean Coastal
E05007187,Rougham
E05009892,Roughton
E05005863,Roughton
E05002206,Round Green
E05002106,Roundham-with-Hyde
E05001440,Roundhay
E05008385,Roundway
E05008997,Rowhill
E05004489,Rowlands Castle
E05010272,Rowlett
E05001275,Rowley
E05010496,Rowley
E05004546,Rowner and Holbrook
E05000301,Roxbourne
E05000302,Roxeth
E05000491,Royal Docks
E05009403,Royal Hospital
E05008422,Royal Wootton Bassett East
E05008423,Royal Wootton Bassett North
E05008424,Royal Wootton Bassett South
E05004171,Roydon
E05005925,Roydon
E05001361,Royds
E05000992,Royston
E05004781,Royston Heath
E05004782,Royston Meridian
E05004783,Royston Palace
E05000729,Royton North
E05000730,Royton South
E05009845,Rubery North
E05009846,Rubery South
E05009728,Ruddington
E05007663,Rudgwick
E05005825,Rudham
E05005371,Rufford
E05006868,Ruishton and Creech
E05000665,Rumworth
E05010838,Rural North
E05008950,Rural West
E05010273,Rural West
E05010328,Rural West York
E05004252,Rush Green
E05001315,Rushall-Shelfield
E05010767,Rushden Bates
E05010768,Rushden Hayden
E05010769,Rushden Pemberton
E05010770,Rushden Sartoris
E05005982,Rushden Spencer
E05000451,Rushey Green
E05010470,Rushey Mead
E05007125,Rushmere
E05008845,Rushmills
E05000714,Rusholme
E05005636,Ruskington
E05007664,Rusper and Colgate
E05005905,Rustens
E05005143,Rusthall
E05009820,Rustington East
E05009821,Rustington West
E05007280,Ruxley
E05009285,Ruyton and Baschurch
E05001382,Ryburn
E05008503,Ryde East
E05008504,Ryde North East
E05008505,Ryde North West
E05008506,Ryde South
E05008507,Ryde West
E05003978,Rye
E05006311,Ryedale South West
E05002694,Ryemead
E05001819,Ryhall and Casterton
E05001164,Ryhope
E05005309,Sabden
E05003979,Sackville
E05009076,Sacriston
E05010429,Sadberge & Middleton St George
E05000731,Saddleworth North
E05000732,Saddleworth South
E05000733,Saddleworth West and Lees
E05010471,Saffron
E05009923,Saffron Walden Audley
E05009924,Saffron Walden Castle
E05009925,Saffron Walden Shire
E05010254,Saham Toney
E05002207,Saints
E05006046,Salcey
E05010141,Salcombe & Thurlestone
E05000835,Sale Moor
E05003983,Salehurst
E05007344,Salfords and Sidlow
E05008386,Salisbury Bemerton
E05008387,Salisbury Fisherton and Bemerton Village
E05008388,Salisbury Harnham
E05008389,Salisbury St Edmund and Milford
E05008390,Salisbury St Francis and Stratford
E05008391,Salisbury St Mark's and Bishopdown
E05008392,Salisbury St Martin's and Cathedral
E05008393,Salisbury St Paul's
E05005098,Salmestone
E05009265,Saltash East
E05009266,Saltash North
E05009267,Saltash South
E05009268,Saltash West
E05001520,Saltburn
E05006266,Saltergate
E05001963,Saltford
E05005311,Salthill
E05009795,Saltisford
